"vacancy_id","search_text","name","employer_name","area_name","published_date","experience_name","schedule_name","salary_avg","salary_currency"
"130977756","data analyst","Head of Support (Team Lead)","XCloud Labs LTD","Тбилиси","2026-03-04","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131068002","data analyst","Руководитель BI-направления (Head of BI / DWH)","Demis Group","Санкт-Петербург","2026-03-10","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131087032","data analyst","Специалист по поддержке информационных систем","Аидиес Боржоми Казахстан","Алматы","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131057468","data analyst","Директор по персоналу (HRD)","Васта Отель Менеджмент","Москва","2026-03-09","Более 6 лет","Полный день",NULL,NULL
"130141552","data analyst","Продуктовый аналитик в Kolesa.kz","Kolesa (АО Колеса)","Алматы","2026-03-01","От 1 года до 3 лет","Полный день","1400000.000000000000","KZT"
"131117105","data analyst","Python-разработчик/+GO","ИЦ АЙ-ТЕКО","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"131004299","data analyst","Fullstack-разработчик (Senior)","АЭРО","Москва","2026-03-05","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131144139","data analyst","Стажер Data Scientist (классический ML)","СБЕР","Москва","2026-03-11","Нет опыта","Полный день","70000.000000000000","RUR"
"131074157","data analyst","Технический лидер","Группа Компаний Аскона","Москва","2026-03-10","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131034865","data analyst","Директор по продажам","Тест","Ростов-на-Дону","2026-03-06","От 3 до 6 лет","Полный день","200000","RUR"
"130756939","data analyst","Family Office and VC Investment Analyst / Associate","Орлова Оксана Юрьевна","Другое","2026-02-25","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131053787","data analyst","Senior Marketing Manager","ETNA","Сербия","2026-03-09","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131158558","data analyst","Аналитик/экономист по бухгалтерскому и финансовому учету","РОСКОСМОС","Москва","2026-03-12","От 3 до 6 лет","Полный день",NULL,NULL
"131032902","data analyst","Python-разработчик/ +GO","ИЦ АЙ-ТЕКО","Москва","2026-03-11","От 3 до 6 лет","Полный день","250000","RUR"
"131141126","data analyst","Руководитель направления интернет-продвижения (Head of Digital)","Selecty","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"130964669","data analyst","Разработчик Java","Data World","Москва","2026-03-04","От 3 до 6 лет","Удаленная работа","230000","RUR"
"131137749","data analyst","Аналитик DWH","RB DATA Group","Москва","2026-03-11","От 3 до 6 лет","Удаленная работа","290000","RUR"
"130694274","data analyst","Golang developer","Ябби","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа","220000","RUR"
"131087389","data analyst","Data Analyst","Адвирос","Москва","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"130398315","data analyst","Head of HR / HRD","Wellbrands Solutions","Москва","2026-02-12","Более 6 лет","Полный день",NULL,NULL
"130419912","data analyst","Senior Product Owner (PayTech, HoReCa)","GREEN (ГРИН)","Москва","2026-02-13","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130972699","data analyst","Data Engineer (Middle) / Инженер по данным","ТАРГЕТ АДС","Москва","2026-03-10","От 1 года до 3 лет","Полный день","275000.000000000000","RUR"
"131028288","data analyst","Разработчик C++","ЛИАН","Москва","2026-03-06","Более 6 лет","Удаленная работа","275000.000000000000","RUR"
"130691067","data analyst","Java-разработчик","Фьюжн","Москва","2026-02-24","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130918662","data analyst","Младший системный аналитик","СОЮЗ","Москва","2026-03-03","Нет опыта","Полный день",NULL,NULL
"131081072","data analyst","Аналитик по качеству данных","ТехноГрупп","Москва","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131128447","data analyst","Дата-аналитик в Casper. ML","Koronatech","Новосибирск","2026-03-11","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130757739","data analyst","Инженер технической поддержки","ReMarked","Санкт-Петербург","2026-02-25","От 3 до 6 лет","Удаленная работа","115000.000000000000","RUR"
"131107324","data analyst","Data Engineering / Инженер данных информационных бизнес-систем","Мон’дэлис Русь","Москва","2026-03-11","Более 6 лет","Полный день",NULL,NULL
"130962283","data analyst","Data Analyst (Junior)","Займиго МФК","Нижний Новгород","2026-03-04","Нет опыта","Полный день",NULL,NULL
"130394965","data analyst","Системный аналитик","Крокодил","Москва","2026-02-12","От 3 до 6 лет","Удаленная работа","200000","RUR"
"131145628","data analyst","Разработчик ETL (Middle)","ГК Орбита","Москва","2026-03-12","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130961104","data analyst","Junior Data Analyst / Аналитик данных","Siberian Wrestler","Барнаул","2026-03-04","От 1 года до 3 лет","Удаленная работа","60000.000000000000","RUR"
"130768943","data analyst","Аналитик-исследователь/ Data Scientist в команду нейросетевой оптимизации","Navio","Москва","2026-02-25","От 3 до 6 лет","Полный день",NULL,NULL
"131112511","data analyst","Product Manager","OSON (АO BRIO GROUP)","Ташкент","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"130412133","data analyst","Senior Data Analyst (Marketing & Product)","START","Москва","2026-02-12","Более 6 лет","Удаленная работа",NULL,NULL
"129854560","data analyst","Менеджер по маркетплейсам (Middle)","MPSTATS","Москва","2026-03-03","От 1 года до 3 лет","Полный день","185000.000000000000","RUR"
"131032227","data analyst","Маркетинговый аналитик","Virtus.pro","Воронеж","2026-03-06","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130621807","data analyst","Аналитик данных (Ценообразование)","ТехВилл","Москва","2026-03-09","От 3 до 6 лет","Удаленная работа","400000","RUR"
"131128353","data analyst","Специалист по AI-автоматизации","Aiti Guru","Москва","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131118836","data analyst","Финансовый аналитик","metaLead","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"130713358","data analyst","Финансовый аналитик / Data Analyst","International Gambling Company","Москва","2026-02-24","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131044320","data analyst","B2B Marketing Manager IT | B2B PMM","uForce","Москва","2026-03-07","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131076594","data analyst","Data Engineer","Газпромбанк","Москва","2026-03-10","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130359661","data analyst","Data аналитик","РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан","Астана","2026-02-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131157830","data analyst","Специалист бизнес-аналитики","Жилищный строительный сберегательный банк Отбасы банк","Астана","2026-03-12","От 1 года до 3 лет","Полный день",NULL,NULL
"131159424","data analyst","Аналитик/эксперт по производственной деятельности","РОСКОСМОС","Москва","2026-03-12","От 3 до 6 лет","Полный день",NULL,NULL
"131122384","data analyst","Начальник отдела по противодействию мошенничеству","Публичная Компания «Freedom Finance Global PLC»","Алматы","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"130954199","data analyst","IT Product manager","InternetUrok","Москва","2026-03-04","От 1 года до 3 лет","Полный день","200000.000000000000","RUR"
"131150727","data analyst","Data-аналитик (DWH) Middle+/Senior","Iconicompany","Ижевск","2026-03-12","От 3 до 6 лет","Удаленная работа","200000","RUR"
"130914069","data analyst","Программист-математик","Loginom Company","Рязань","2026-03-03","От 1 года до 3 лет","Полный день","150000","RUR"
"130530682","data analyst","Java Developer","Правительство Москвы","Москва","2026-02-17","Более 6 лет","Полный день",NULL,NULL
"130472226","data analyst","Frontend-разработчик React/Next.js (middle++)","Keep Calm","Москва","2026-03-12","От 3 до 6 лет","Удаленная работа","165000.000000000000","RUR"
"131022327","data analyst","Системный аналитик (Data)","Selecty","Москва","2026-03-06","От 3 до 6 лет","Удаленная работа","350000","RUR"
"130369686","data analyst","Директор по информационным технологиям (CIO)","PROTALENT Lab","Москва","2026-02-11","Более 6 лет","Полный день",NULL,NULL
"130370513","data analyst","Frontend Developer (Next.js)","СККИА","Москва","2026-02-11","От 1 года до 3 лет","Удаленная работа","55000.000000000000","RUR"
"130914068","data analyst","Frontend-разработчик","Loginom Company","Рязань","2026-03-03","От 1 года до 3 лет","Полный день","150000","RUR"
"130905044","data analyst","Product Manager B2C","ЮТЕКА","Санкт-Петербург","2026-03-03","От 3 до 6 лет","Удаленная работа","250000","RUR"
"131156745","data analyst","Продуктовый аналитик ML-проектов","Ozon","Москва","2026-03-12","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130650088","data analyst","Java-разработчик (Middle / Senior)","Студия Т_Г","Нижний Новгород","2026-03-10","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130940211","data analyst","Руководитель группы продуктового маркетинга","START","Москва","2026-03-03","От 3 до 6 лет","Полный день",NULL,NULL
"131039105","data analyst","Разработчик (Big Data) / Data Engineer","Макаренко Валентина Ивановна","Москва","2026-03-09","От 1 года до 3 лет","Удаленная работа","200000","RUR"
"130932176","data analyst","Data Engineer","Selectel","Санкт-Петербург","2026-03-03","От 1 года до 3 лет","Полный день",NULL,NULL
"130712304","data analyst","Контент-маркетолог (блог, соцсети)","Almond Media","Калининград","2026-02-24","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130771751","data analyst","Аналитик данных","Платформа Больших Данных","Москва","2026-03-09","От 1 года до 3 лет","Полный день","172000.000000000000","RUR"
"130940946","data analyst","Руководитель проектов (Generative AI & Recommendation Systems)","BeRecruited","Москва","2026-03-03","От 1 года до 3 лет","Удаленная работа","400000.000000000000","RUR"
"130974282","data analyst","Power BI аналитик (SQL)","MAREE","Санкт-Петербург","2026-03-04","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131066991","data analyst","Data-аналитик","Робот Мия","Новосибирск","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131003829","data analyst","CEO / Руководитель студии","Dankolab","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131019207","data analyst","Специалист по автоматизации и аналитике","ГК Билтех","Челябинск","2026-03-06","От 1 года до 3 лет","Полный день","80000","RUR"
"131073677","data analyst","Аналитик данных Power BI","ЭКО СЕРВИС","Санкт-Петербург","2026-03-10","От 3 до 6 лет","Полный день",NULL,NULL
"131147848","data analyst","Data Analytics specialist (Офис, Санкт-Петербург)","ИЦ АЙ-ТЕКО","Москва","2026-03-12","От 1 года до 3 лет","Полный день",NULL,NULL
"131133891","data analyst","Technical Support Engineer Specialist","BYD CENTRAL ASIA OOO","Ташкент","2026-03-11","Более 6 лет","Полный день",NULL,NULL
"130386267","data analyst","Intern in DID & Audit delivery","EY (Ernst & Young)","Астана","2026-03-10","Нет опыта","Полный день",NULL,NULL
"131039711","data analyst","Системный аналитик","ВсеИнструменты.ру","Москва","2026-03-06","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131120373","data analyst","Аналитик-исследователь данных","Аналитический центр при Правительстве Российской Федерации","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"131156675","data analyst","Главный аналитик Управления внутренней безопасности","Народный банк Казахстана","Алматы","2026-03-12","От 3 до 6 лет","Полный день",NULL,NULL
"130143287","data analyst","Администратор проекта / Junior Project Manager (Data)","АЭРО","Москва","2026-03-03","От 1 года до 3 лет","Полный день",NULL,NULL
"130944934","data analyst","Data Analyst/Аналитик данных (Full-Stack)","НФТ","Екатеринбург","2026-03-04","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130973234","data analyst","Коммерческий директор (CCO)","Maytoni","Москва","2026-03-04","Более 6 лет","Полный день",NULL,NULL
"131005497","data analyst","Бизнес-аналитик","Meteoro Platform","Астана","2026-03-05","От 3 до 6 лет","Удаленная работа","2000","USD"
"130445088","data analyst","Junior Business Data Analyst","Солви Лаб","Москва","2026-02-13","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130653424","data analyst","Middle QA Engineer (Manual + Auto)","АЭРО","Москва","2026-02-20","От 3 до 6 лет","Полный день",NULL,NULL
"130468151","data analyst","Аналитик / Analyst (Middle)","Квартплата 24","Тольятти","2026-02-16","От 1 года до 3 лет","Полный день","110000.000000000000","RUR"
"128957096","data engineer","Data Engineer","BMW","Москва","2026-02-25","От 3 до 6 лет","Полный день",NULL,NULL
"130779735","data analyst","Prompt Engineer / AI Engineer (LLM, B2B)","Мыздриков Андрей Андреевич","Москва","2026-02-26","От 3 до 6 лет","Удаленная работа","150000","RUR"
"130977430","data analyst","Продуктовый аналитик","ХАКСКИ КОНСАЛТИНГ","Москва","2026-03-04","От 3 до 6 лет","Удаленная работа","200000.000000000000","RUR"
"131061289","data analyst","Системный аналитик","ЧК FDM Tech Ltd.","Астана","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131013549","data analyst","Data Engineer","RJ Games ltd","Сербия","2026-03-11","От 1 года до 3 лет","Удаленная работа","3500","EUR"
"131007970","data analyst","Менеджер диджитал направления","Озон Хелскеа Рус","Самара","2026-03-05","От 1 года до 3 лет","Полный день","133100.000000000000","RUR"
"130058921","data analyst","Junior Data Analyst","Магнетто","Москва","2026-02-27","От 1 года до 3 лет","Полный день",NULL,NULL
"130411527","data analyst","AI Delivery manager","Финансовые Платформы","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131038920","data analyst","Аналитик данных / BI-разработчик (e-commerce)","Макаренко Валентина Ивановна","Москва","2026-03-09","От 1 года до 3 лет","Удаленная работа","120000","RUR"
"130936547","data analyst","Интерн (Insights and Analytics)","Sanofi","Москва","2026-03-03","Нет опыта","Полный день",NULL,NULL
"131041390","data analyst","Аналитик данных","Элли Софт","Санкт-Петербург","2026-03-06","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130652325","data analyst","Data Engineer / Инженер по обработке данных","AnyClass","Москва","2026-02-20","От 3 до 6 лет","Удаленная работа","250000","RUR"
"130666268","data analyst","Financial Control Analyst (Junior)","ВебиКо","Минск","2026-02-23","Нет опыта","Полный день",NULL,NULL
"130649906","data analyst","Data Analyst / Аналитик Данных","Лаборатория Касперского","Москва","2026-02-20","От 3 до 6 лет","Полный день",NULL,NULL
"131097633","data analyst","Аналитик данных (Middle/Senior)","EcoFinance","Москва","2026-03-10","Более 6 лет","Полный день",NULL,NULL
"131134172","data analyst","Middle Flutter Developer","Digital Chief","Минск","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131037326","data analyst","Маркетолог в сеть медицинских клиник","Гранти-Мед","Санкт-Петербург","2026-03-06","От 3 до 6 лет","Полный день","80000","RUR"
"130769062","data analyst","Java Разработчик","ОКЕНИТ","Санкт-Петербург","2026-03-09","От 1 года до 3 лет","Полный день","120000.000000000000","RUR"
"131019978","data analyst","TC & SIP Analyst","Марс","Алматы","2026-03-06","От 1 года до 3 лет","Полный день",NULL,NULL
"131132472","python developer","Middle QA инженер (Manual, Mobile)","evrone.ru","Москва","2026-03-11","От 3 до 6 лет","Удаленная работа","200000","RUR"
"130163059","data analyst","Java-разработчик (корпоративные системы и веб-приложения)","Транснефть-Технологии","Москва","2026-03-10","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131091931","data analyst","Менеджер маркетплейсов (ниша Одежда)","Щербинская типография","Москва","2026-03-10","От 1 года до 3 лет","Полный день","80000","RUR"
"130807417","data analyst","Senior Full Stack QA Engineer","iSpring","Москва","2026-02-26","От 3 до 6 лет","Удаленная работа","575000","RUR"
"131126920","data analyst","Senior Product Manager (AI-first)","Зигмунд Онлайн","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"131010476","data analyst","Ведущий аналитик","Дунайс","Ростов-на-Дону","2026-03-05","Более 6 лет","Удаленная работа",NULL,NULL
"131041685","data analyst","Академический директор / Директор по развитию и управлению образовательными проектами","Научно - Инновационный Институт Профессиональной Переподготовки и Повышения Квалификации","Москва","2026-03-06","От 3 до 6 лет","Полный день","209650.000000000000","RUR"
"130797849","data analyst","Директор по маркетингу | CMO (chief marketing officer)","АРТИТЕРА","Минск","2026-02-26","Более 6 лет","Полный день","4900","USD"
"131101809","data analyst","Data Engineer Middle","ГК Орбита","Москва","2026-03-11","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131039362","data analyst","Data Engineer (Python/SQL/Spark/ETL)","Amarcon","Москва","2026-03-06","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131152657","data analyst","Data analyst(Process Mining)","SkillStaff","Москва","2026-03-12","От 3 до 6 лет","Удаленная работа","295000","RUR"
"130757408","data analyst","SEO аналитик","Котенков Максим Евгеньевич","Москва","2026-02-25","Нет опыта","Удаленная работа","130000","RUR"
"130761761","data analyst","Data-аналитик","GGSel (ИП Николаев Дмитрий Николаевич)","Санкт-Петербург","2026-02-25","От 1 года до 3 лет","Удаленная работа","175000.000000000000","RUR"
"131153403","data analyst","Специалист отдела мониторинга (спортивный аналитик)","Altenar","Тюмень","2026-03-12","Нет опыта","Удаленная работа",NULL,NULL
"131116055","data analyst","Senior Product Owner","СБЕР","Москва","2026-03-11","Более 6 лет","Полный день",NULL,NULL
"130709913","data analyst","Аналитик (Бизнес-аналитик / Системный аналитик / Data-аналитик)","Leonards space","Москва","2026-02-24","Нет опыта","Удаленная работа","190000.000000000000","RUR"
"131005248","data analyst","Руководитель / ведущий специалист отдела маркетинга (продвижение бренда)","Софис","Москва","2026-03-12","От 3 до 6 лет","Полный день","250000.000000000000","RUR"
"131052583","data analyst","Product Manager (Monetization)","Воннаплэй / WannaPlay","Минск","2026-03-12","От 3 до 6 лет","Удаленная работа",NULL,NULL
"129917777","data analyst","Digital Маркетолог","Яр Парк","Казань","2026-02-27","От 3 до 6 лет","Удаленная работа","250000","RUR"
"131034866","data analyst","UX/UI-дизайнер / Product дизайнер (Senior)","DataLouna","Алматы","2026-03-06","Более 6 лет","Удаленная работа","3750.0000000000000000","USD"
"131039359","data analyst","Аналитик данных","М.Видео-Эльдорадо","Москва","2026-03-06","От 1 года до 3 лет","Полный день",NULL,NULL
"126912148","data analyst","Спам-аналитик / Spam analyst","Доктор Веб","Санкт-Петербург","2026-03-10","Нет опыта","Полный день",NULL,NULL
"131137824","data analyst","Инженер технической поддержки / Business Support engineer","Paragon Software","Санкт-Петербург","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131027631","data analyst","Senior Flutter‑разработчик","Rabbit Group","Москва","2026-03-09","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131089415","data analyst","Junior Data Analyst (Автоматизация складов)","RWB (Wildberries & Russ)","Москва","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131030652","data analyst","Менеджер по компенсациям и льготам / C&B","Финтех компания, входящая в группу крупнейшего банка России. Занимаемся разработкой высоконагруженных систем и обработкой Big Data на реальных данных.","Москва","2026-03-06","От 3 до 6 лет","Полный день",NULL,NULL
"131115387","data analyst","Маркетолог / Контекстолог / Таргетолог","Factum x Ronin","Астана","2026-03-11","Нет опыта","Полный день","350000.000000000000","KZT"
"131156571","data analyst","Аналитик данных (альтернативное кредитование)","Альфа-Банк","Москва","2026-03-12","От 3 до 6 лет","Полный день",NULL,NULL
"130410337","data analyst","Junior аналитик (заказная разработка для госсектора, финансовых и ритейл web-сервисов)","Ай-Теко (I-Teco)","Москва","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"130655573","data analyst","Senior Growth-маркетолог / Senior Growth Manager","Наследие Диджитл","Санкт-Петербург","2026-02-20","От 3 до 6 лет","Удаленная работа","200000.000000000000","RUR"
"130952331","data analyst","Аналитик в дирекцию розничных продаж","ВсеИнструменты.ру","Москва","2026-03-04","Нет опыта","Удаленная работа","115000","RUR"
"130479152","data analyst","Аналитик данных (Data Scientist)","Институт экономики и развития транспорта","Москва","2026-02-16","От 1 года до 3 лет","Полный день",NULL,NULL
"131053135","data analyst","Project Manager (Marketing, Development, Design)","Диззэйнтим","Минск","2026-03-09","От 3 до 6 лет","Удаленная работа",NULL,NULL
"130427778","data analyst","Data Engineer","МКК Финмолл","Москва","2026-02-13","От 1 года до 3 лет","Полный день","150000","RUR"
"131094918","data analyst","Bussiness Data Analyst (BI and Reporting) | Бизнес дата аналитик","Неткрэкер Текнолоджи Казахстан","Алматы","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131035196","data analyst","Бизнес аналитик (аудит бизнес-процессов) в офисе","Совкомбанк Технологии","Москва","2026-03-06","От 3 до 6 лет","Полный день",NULL,NULL
"131077806","data analyst","BI-аналитик","Ровеньки-Маслосырзавод","Воронеж","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"129863700","data analyst","Системный аналитик","ОТР","Москва","2026-02-25","От 3 до 6 лет","Полный день",NULL,NULL
"130760540","data analyst","Ведущий финансовый аналитик","E-PROMO","Санкт-Петербург","2026-02-25","От 3 до 6 лет","Полный день",NULL,NULL
"130977265","data analyst","Руководитель направления маркетинг / Head of Marketing AWX","AWX Solutions FZ-LLC","Москва","2026-03-10","Более 6 лет","Удаленная работа","300000","RUR"
"131030349","data analyst","Специалист НСИ","Оил Ресурс","Москва","2026-03-06","От 3 до 6 лет","Полный день",NULL,NULL
"131141427","data analyst","Intern in DID & Audit delivery","Эрнст энд Янг Аудит","Бишкек","2026-03-11","Нет опыта","Полный день",NULL,NULL
"130540019","data analyst","Операционный директор (COO)","Мебельная компания ZETTA","Москва","2026-02-17","Более 6 лет","Полный день",NULL,NULL
"131014231","data analyst","Аналитик данных продаж на маркетплейсах","SILVERME JEWELRY","Москва","2026-03-05","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"130845553","python developer","Python-разработчик","Subscrible","Тбилиси","2026-02-27","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131154085","python developer","Backend - разработчик","Monogramm","Тюмень","2026-03-12","От 3 до 6 лет","Полный день","17500.000000000000","RUR"
"131147223","python developer","Backend-разработчик","DATA EXCELLENCE GROUP","Ташкент","2026-03-12","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131134939","python developer","Тестировщик","Лига Цифровой Экономики","Москва","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131116294","python developer","Middle Backend разработчик","АКБ Туронбанк","Ташкент","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131151214","python developer","Golang-разработчик","NLS Kazakhstan","Алматы","2026-03-12","От 1 года до 3 лет","Полный день",NULL,NULL
"131147544","python developer","Младший стажер (ML engineer) (АЛРОСА ИТ)","АЛРОСА","Москва","2026-03-12","Нет опыта","Полный день",NULL,NULL
"131125665","python developer","Python-разработчик","НПП МетаСофт Про","Москва","2026-03-11","Нет опыта","Полный день","110000.000000000000","RUR"
"131101264","python developer","Тестировщик","ДКС","Санкт-Петербург","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131044278","python developer","Программист","PROM TORG POSUDA","Ташкент","2026-03-07","От 1 года до 3 лет","Полный день","10000000","UZS"
"131122838","python developer","Middle Manual QA Engineer","Спектрум","Казань","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"131026538","python developer","Тестировщик ПО","Кибертех-Сигнал","Москва","2026-03-12","От 3 до 6 лет","Полный день",NULL,NULL
"131038521","python developer","Вайб-кодер","Домклик","Москва","2026-03-09","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131080728","python developer","Разработчик-исследователь Python","BI.ZONE","Москва","2026-03-10","От 1 года до 3 лет","Полный день",NULL,NULL
"131108740","python developer","Data Analytics инженер","Beeline, ТМ","Алматы","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131109253","python developer","Стажер в IT","Лаборатория Касперского","Москва","2026-03-11","Нет опыта","Полный день",NULL,NULL
"131072883","python developer","Junior Python developer (web / DE)","ДиджиталСП","Минск","2026-03-10","Нет опыта","Полный день","700.0000000000000000","USD"
"130968531","python developer","Стажер-разработчик","Prime Source","Алматы","2026-03-04","Нет опыта","Полный день","225000.000000000000","KZT"
"131035320","python developer","QA-инженер","Крибрум","Москва","2026-03-06","От 3 до 6 лет","Полный день","225000.000000000000","RUR"
"130854984","python developer","Разработчик","Рекруто","Санкт-Петербург","2026-03-01","Нет опыта","Полный день","30000.000000000000","RUR"
"131126127","python developer","Бизнес-ассистент Генерального директора","Бионика","Москва","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"129586320","python developer","Senior Data Scientist","Яков и Партнёры","Москва","2026-02-18","От 3 до 6 лет","Полный день",NULL,NULL
"131069717","python developer","Программист Python","АВТОМАТИЗАЦИЯ-2000","Минск","2026-03-10","Нет опыта","Полный день","2500.0000000000000000","BYR"
"131108504","python developer","Программист Python / Екатеринбург","СДЭК","Екатеринбург","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131113286","python developer","Разработчик Python/С++","Облачные Квантовые Технологии","Москва","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131034339","python developer","FrontEnd-разработчик","Сервисный центр Транстелематика","Москва","2026-03-06","От 1 года до 3 лет","Полный день",NULL,NULL
"131084862","python developer","Стажер-аналитик","Банк ПСБ","Москва","2026-03-10","Нет опыта","Полный день",NULL,NULL
"131150898","python developer","Системный администратор Linux","Iconicompany","Ижевск","2026-03-12","От 3 до 6 лет","Удаленная работа","200000","RUR"
"130971766","python developer","Аналитик данных (SQL)","Чеки из Аптеки","Москва","2026-03-04","Нет опыта","Полный день","75000.000000000000","RUR"
"131076606","python developer","Senior Backend Engineer (Golang)","Gradient","Москва","2026-03-10","От 3 до 6 лет","Удаленная работа","450000","RUR"
"131012674","python developer","Старший аналитик","Купер","Москва","2026-03-05","От 3 до 6 лет","Полный день",NULL,NULL
"131068939","python developer","Разработчик Python","Первая IT-компания","Новосибирск","2026-03-10","От 1 года до 3 лет","Удаленная работа","50000.000000000000","RUR"
"130397832","python developer","Начинающий тестировщик","Межрегиональное Управление Федерального Казначейства по Централизованной Обработке Данных","Москва","2026-02-12","Нет опыта","Полный день","50000","RUR"
"131139565","python developer","Системный аналитик","Алиасофт","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа",NULL,NULL
"131045564","python developer","Python-разработчик","Reinvent Baltics","Москва","2026-03-07","Более 6 лет","Удаленная работа","4750.0000000000000000","EUR"
"130702742","python developer","Senior Frontend Developer (Vue.js)","GRI","Москва","2026-02-24","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131144214","python developer","Full-Stack Developer (Junior+/Middle-)","Путятин Богдан Александрович","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа","150000.000000000000","RUR"
"131148775","python developer","Senior Python/Django Developer","WebGears Services","Москва","2026-03-12","Более 6 лет","Удаленная работа","4500.0000000000000000","USD"
"131051687","python developer","Разработчик","Amir Zhoba","Алматы","2026-03-09","От 1 года до 3 лет","Полный день",NULL,NULL
"130446683","python developer","Frontend-разработчик","Мультирезерв","Москва","2026-02-13","От 1 года до 3 лет","Полный день","125000.000000000000","RUR"
"131028883","python developer","Разработчик JavaScript / Frontend developer","НПО АНГСТРЕМ","Москва","2026-03-06","От 1 года до 3 лет","Полный день","156900.000000000000","RUR"
"131122195","python developer","Python-разработчик","Генотек","Москва","2026-03-11","От 1 года до 3 лет","Удаленная работа","200000","RUR"
"131020490","python developer","QA инженер (ручное тестирование)","Открытые Лаборатории","Нижний Новгород","2026-03-12","От 3 до 6 лет","Полный день","125000.000000000000","RUR"
"131124689","python developer","BI-аналитик","ГофроМир","Москва","2026-03-11","От 1 года до 3 лет","Полный день",NULL,NULL
"131131313","python developer","Тестировщик/Senior QA Marketing","Леон","Санкт-Петербург","2026-03-11","От 3 до 6 лет","Полный день",NULL,NULL
"130135592","python developer","Backend-разработчик","Staffberry","Москва","2026-03-05","От 3 до 6 лет","Удаленная работа",NULL,NULL
"131101367","python developer","Python-разработчик","QIWI","Москва","2026-03-10","От 3 до 6 лет","Удаленная работа",NULL,NULL
